,country,year,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Deaths - Cause: All causes - Risk: Outdoor air pollution - OWID - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Outdoor air pollution - OWID - Sex: Both - Age: All Ages (Number),category
99,North America,2005,454.097,76.963,0.151,2381.962,4.678,56.651,0.111,1512.224,2.97,3271.003,6.424,31.449,0.062,0.65,47.484,0.41,0.222,7784.35,15.289,0.435,377313.55,2990.856,159890.22,2294.255,62851.547,148277.459,1009.214,6.19,24.76,8.01,20.59,17.06,28.03,29.45,13.05,31.92,13.25,27.74,18.99,42.82,35.38,19.62,9.501231017,97217,18.94068022,North America
100,North America,2006,520.418,79.352,0.154,2351.846,4.568,59.558,0.116,1513.061,2.939,3228.408,6.27,33.005,0.064,-0.89,-65.024,0.394,0.221,7785.647,15.122,0.422,384578.779,3070.208,162242.066,2353.813,64364.607,151505.867,1042.218,7.16,23.76,7.58,19.24,17.86,27.41,28.8,13.11,31.71,13.0,27.56,18.96,42.26,35.21,19.31,9.453619084,94332,18.17650658,North America
101,North America,2007,459.956,79.642,0.153,2377.403,4.566,65.296,0.125,1600.959,3.074,3220.611,6.185,32.178,0.062,1.53,110.859,0.392,0.22,7836.044,15.048,0.416,391954.868,3149.85,164619.469,2419.109,65965.567,154726.477,1074.396,6.24,23.42,7.09,18.56,18.74,28.06,28.64,12.42,31.5,12.73,27.37,18.96,41.75,35.04,19.0,9.406007151,89246,17.0044641,North America
102,North America,2008,377.483,74.67,0.142,2332.083,4.428,81.569,0.155,1611.255,3.059,3027.82,5.749,30.865,0.059,-2.95,-217.827,0.38,0.218,7535.745,14.308,0.4,399113.13,3224.52,166951.552,2500.679,67576.821,157754.298,1105.261,5.27,22.32,6.56,17.62,22.51,27.44,27.03,11.91,31.27,12.46,27.16,19.06,41.23,34.84,18.69,9.358395218,84461,15.91285283,North America
103,North America,2009,310.615,59.76,0.112,2043.969,3.838,74.341,0.14,1589.19,2.984,2876.454,5.401,27.04,0.051,-6.81,-487.508,0.364,0.213,6981.369,13.109,0.381,405783.884,3284.28,168995.52,2575.019,69166.012,160630.752,1132.301,4.66,21.11,5.11,15.64,20.23,27.59,26.15,11.15,31.03,12.14,26.92,19.09,40.77,34.63,18.39,9.310783285,79481,14.81042149,North America
104,North America,2010,358.944,61.435,0.114,2164.487,4.021,67.735,0.126,1658.672,3.081,2890.856,5.37,32.582,0.06,3.07,205.013,0.364,0.213,7234.711,13.44,0.383,412659.651,3345.715,171160.007,2642.754,70824.683,163521.608,1164.883,5.22,20.62,4.92,15.49,18.45,26.73,25.57,13.29,30.77,11.83,26.67,19.07,40.27,34.42,18.19,9.263171352,75944,14.00151695,North America
105,North America,2011,382.646,63.077,0.116,2052.136,3.773,67.404,0.124,1700.8,3.127,2856.194,5.251,31.997,0.059,-1.51,-104.159,0.351,0.209,7154.254,13.154,0.371,419431.259,3408.792,173212.143,2710.158,72525.483,166377.802,1196.881,5.65,19.65,4.7,13.88,19.02,26.67,25.19,11.66,30.49,11.5,26.38,19.07,39.8,34.2,17.93,9.630811687,75448,13.76844355,North America
106,North America,2012,428.106,67.576,0.123,1820.263,3.313,67.18,0.122,1767.532,3.217,2825.092,5.142,32.639,0.059,-2.83,-191.325,0.334,0.208,7008.389,12.757,0.355,426011.542,3476.368,175032.407,2777.338,74293.015,169202.894,1229.52,6.51,18.81,4.9,12.18,18.44,27.16,24.57,11.85,30.2,11.21,26.07,19.05,39.36,33.98,17.68,8.914901948,73033,13.1967598,North America
107,North America,2013,373.621,67.187,0.121,1877.114,3.384,73.976,0.133,1820.091,3.281,2843.346,5.126,33.209,0.06,2.05,134.641,0.335,0.207,7088.545,12.779,0.353,432726.465,3543.555,176909.521,2851.314,76113.107,172046.24,1262.729,5.56,19.03,4.67,12.48,20.0,27.78,24.54,11.33,29.93,10.92,25.77,19.08,38.97,33.77,17.43,8.641442734,70771,12.66680793,North America
108,North America,2014,342.734,71.263,0.127,1867.9,3.336,82.657,0.148,1851.455,3.307,2846.079,5.083,34.588,0.062,0.58,39.019,0.329,0.206,7096.677,12.675,0.345,439480.408,3614.818,178777.421,2933.971,77964.562,174892.319,1297.317,5.07,19.01,4.77,12.4,21.67,27.8,24.47,11.38,29.66,10.65,25.48,19.14,38.61,33.56,17.18,8.142225648,68018,12.06261483,North America
109,North America,2015,326.738,73.071,0.129,1635.664,2.895,89.526,0.158,1899.522,3.362,2882.066,5.101,32.854,0.058,-2.09,-141.239,0.314,0.203,6939.442,12.282,0.33,446093.112,3687.889,180413.085,3023.497,79864.084,177774.386,1330.171,4.94,18.63,5.08,11.11,24.04,27.99,24.26,10.9,29.41,10.42,25.19,19.26,38.26,33.35,16.94,7.973349587,66704,11.72485083,North America
110,North America,2016,309.904,70.858,0.124,1509.631,2.648,80.851,0.142,1901.034,3.335,2878.801,5.05,30.184,0.053,-2.14,-141.345,0.303,0.199,6781.263,11.897,0.317,452564.472,3758.747,181922.716,3104.349,81765.117,180653.187,1360.355,4.79,18.25,4.79,10.51,20.85,27.28,24.07,10.1,29.15,10.2,24.9,19.3,37.91,33.15,16.69,7.32104817,64353,11.21494915,North America
111,North America,2017,335.009,72.914,0.127,1467.602,2.553,75.8,0.132,1874.524,3.261,2892.774,5.032,29.369,0.051,-0.9,-58.378,0.292,0.201,6747.991,11.738,0.308,458977.453,3831.661,183390.319,3180.148,83639.642,183545.961,1389.724,5.22,17.85,4.86,10.15,17.93,26.34,23.85,9.76,28.9,9.99,24.61,19.26,37.54,32.94,16.44,7.311074589,62260,10.76077313,North America
