,region,year,co2,co2_per_capita,population,Deaths: Outdoor air pollution,Deaths - Cause: All causes - Risk: High systolic blood pressure - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet high in sodium - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in whole grains - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Alcohol use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in fruits - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe water source - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Secondhand smoke - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low birth weight - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child wasting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sex - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in nuts and seeds - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in vegetables - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low physical activity - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High fasting plasma glucose - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sanitation - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: No access to handwashing facility - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Drug use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low bone mineral density - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Vitamin A deficiency - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child stunting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Discontinued breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Iron deficiency - Sex: Both - Age: All Ages (Number),rate Deaths: Outdoor air pollution,rate Deaths - Cause: All causes - Risk: High systolic blood pressure - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet high in sodium - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in whole grains - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Alcohol use - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in fruits - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe water source - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Secondhand smoke - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low birth weight - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Child wasting - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe sex - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in nuts and seeds - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in vegetables - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low physical activity - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: High fasting plasma glucose - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe sanitation - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: No access to handwashing facility - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Drug use - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low bone mineral density - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Vitamin A deficiency - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Child stunting - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Discontinued breastfeeding - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Iron deficiency - Sex: Both - Age: All Ages (Number)
7750,Europe,1998,6232.187,8.576,727050549,576161,2391444,297033,520563,589135,199094,4022,189468,55121,23020,45992,190663,75973,96461,180483,1615994,943054,649135,1034162,2700,6059,58772,52269,195,3006,240,4496,399,79.24634687,328.9240347,40.85451836,71.59928573,81.03081702,27.38379061,0.553193998,26.05981115,7.581453597,3.166217264,6.325832511,26.22417386,10.44947977,13.26744064,24.82399611,222.2670765,129.7095506,89.28333812,142.2407288,0.37136345,0.83336709,8.083619506,7.189183761,0.026820694,0.413451307,0.033010084,0.618388915,0.054879265
7751,Europe,1999,6147.589,8.464,726631490,577386,2429833,298828,530361,613083,204202,3850,191610,51925,21439,47149,194595,73491,97190,184098,1636223,965954,647974,1064643,2556,5960,63298,53221,156,2650,227,4071,393,79.46063554,334.3968756,41.12511006,72.98899199,84.37330455,28.10255306,0.529842162,26.36962513,7.145988127,2.950463928,6.488708602,26.78042483,10.11392996,13.37541812,25.33581362,225.1792033,132.9358847,89.17505075,146.5175972,0.351760147,0.820223192,8.711155637,7.324345384,0.021468929,0.364696553,0.031240044,0.560256479,0.054085187
7752,Europe,2000,6149.034,8.468,726503736,568603,2425732,297768,530186,634894,204857,3577,190068,48807,19715,46983,194542,70367,96304,183538,1631204,972080,636320,1076190,2342,5753,66413,53799,118,2294,206,3617,345,78.26566772,333.8911942,40.98643754,72.97773896,87.3903283,28.19765265,0.492358101,26.16201274,6.718065934,2.713681847,6.467000467,26.7778389,9.685703805,13.25581621,25.26318736,224.5279576,133.8024778,87.58661084,148.1327551,0.322365858,0.791874799,9.141453335,7.405192477,0.016242174,0.315758872,0.028354982,0.497863923,0.047487712
7753,Europe,2001,6275.941,8.64,726734626,560690,2421260,296802,528773,651945,203746,3294,188545,46228,18031,46627,193277,66937,94935,183211,1622179,982988,624959,1086882,2118,5523,66921,54627,82,1957,184,3170,305,77.15195891,333.1697587,40.84049244,72.76012193,89.70881209,28.0358184,0.453260362,25.94413329,6.361056477,2.481098238,6.4159596,26.59526505,9.210652363,13.06322784,25.21016523,223.2147667,135.2609281,85.99548964,149.5569306,0.291440634,0.759974797,9.208450734,7.51677408,0.011283348,0.269286742,0.025318733,0.436197738,0.041968552
7754,Europe,2002,6241.656,8.586,727291447,562446,2444321,298778,533842,677450,204787,3051,189696,43849,16523,46770,194188,64156,94336,185368,1634144,1010230,623328,1110661,1897,5424,68031,55643,71,1683,161,2744,282,77.33433444,336.0854868,41.08091759,73.40138568,93.14697743,28.15748774,0.419501702,26.08252865,6.029082314,2.271854023,6.430709476,26.70016275,8.821222945,12.97086613,25.48744396,224.6890166,138.9030497,85.70539398,152.7119568,0.260830786,0.745780804,9.354021731,7.650715573,0.009762249,0.231406544,0.02213693,0.377290289,0.038774002
7755,Europe,2003,6387.841,8.777,728130218,557305,2439631,298413,532002,698721,203382,2647,189421,41959,15085,47480,192442,60620,92691,185699,1631809,1031668,614424,1125027,1627,5243,70473,56352,60,1443,130,2329,249,76.53919398,335.0542169,40.98346595,73.06412876,95.96099471,27.93209167,0.363533875,26.01471486,5.762568145,2.07174481,6.520811639,26.42961317,8.325433899,12.73000319,25.50354255,224.1095012,141.6872936,84.38380729,154.5090387,0.223449042,0.720063509,9.678625919,7.73927501,0.008240284,0.198178837,0.017853949,0.319860369,0.03419718
7756,Europe,2004,6419.131,8.807,729162659,540056,2373194,290466,517312,704408,197027,2353,184485,39427,13541,46870,185953,56136,88855,181281,1595806,1023815,592854,1111943,1408,4954,72266,55508,32,1195,108,1991,214,74.06522994,325.4683946,39.83555609,70.94603565,96.60505668,27.02099423,0.322698916,25.30093906,5.407161148,1.857061635,6.427921044,25.50226588,7.698693742,12.18589555,24.86153093,218.8545972,140.409686,81.30613831,152.4958782,0.193098204,0.679409448,9.910820186,7.612567555,0.004388596,0.163886615,0.01481151,0.273052929,0.029348733
7757,Europe,2005,6410.33,8.781,730317947,539311,2384577,292781,519472,731204,197378,2139,185186,36785,12542,48485,186668,53163,88091,182402,1603494,1040076,589901,1131482,1244,4865,78207,56137,22,1024,90,1722,198,73.84605598,326.5121732,40.08952556,71.1295679,100.1213243,27.02631105,0.292886134,25.35690116,5.036847328,1.717334217,6.638889295,25.55982648,7.279432228,12.06200674,24.97569733,219.5610839,142.4141368,80.77317591,154.9300554,0.17033677,0.666148219,10.7086236,7.686652126,0.003012387,0.140212904,0.0123234,0.235787715,0.027111479
7758,Europe,2006,6509.434,8.902,731594768,522697,2300601,281432,498788,703118,187202,1982,177423,34742,11848,47435,176778,48294,84305,179993,1546392,1024627,568889,1101472,1110,4572,77708,55571,14,891,77,1548,182,71.44624632,314.4638399,38.46829041,68.1781803,96.10757632,25.58820924,0.270915005,24.2515403,4.74880378,1.61947577,6.483780649,24.16337674,6.601195377,11.52345584,24.60282767,211.3727527,140.0538993,77.76012417,150.557665,0.151723338,0.624936126,10.62172714,7.595871708,0.001913628,0.121788733,0.010524952,0.211592547,0.02487716
7759,Europe,2007,6457.352,8.814,733004672,520819,2264863,275862,490009,687113,181874,1880,173545,33130,11359,47583,171868,44344,82555,180454,1528017,1029667,563021,1096382,1022,4421,78653,55960,11,781,68,1400,172,71.0526167,308.9834331,37.63441224,66.84936928,93.73923881,24.81212016,0.256478584,23.67583818,4.519752911,1.549649059,6.491500234,23.44705383,6.049620377,11.26254759,24.61839698,208.4593807,140.4720924,76.8100152,149.5736715,0.139426124,0.603133946,10.7302181,7.634330604,0.001500673,0.106547752,0.009276885,0.19099469,0.023465062
7760,Europe,2008,6384.572,8.696,734500455,525167,2258972,274744,488111,681894,179433,1815,171891,31392,11098,47860,169894,40892,82251,182485,1530478,1044557,563679,1105937,963,4367,80472,56882,10,693,61,1277,168,71.49988763,307.552158,37.40555886,66.45482609,92.83779137,24.42925648,0.247106722,23.40243615,4.273925195,1.510958901,6.515993241,23.13055068,5.567321262,11.19822315,24.84477699,208.3699186,142.2132543,76.74317914,150.5699544,0.131109517,0.59455375,10.95601772,7.744311064,0.00136147,0.094349839,0.008304964,0.173859661,0.022872688
7761,Europe,2009,5871.171,7.981,736023880,518397,2209307,269161,475185,651539,172238,1706,167010,30129,10942,47317,162690,37423,80586,182436,1501079,1044617,553249,1092231,891,4217,78402,56713,10,632,55,1182,170,70.43208978,300.1678424,36.56960152,64.56108462,88.52144852,23.40114291,0.231785958,22.69083987,4.093481315,1.486636548,6.428731633,22.10390239,5.08448177,10.94882954,24.78669578,203.944334,141.9270527,75.16726224,148.3961363,0.121055855,0.572943367,10.65210004,7.705320648,0.001358652,0.085866779,0.007472584,0.160592616,0.023097077
7762,Europe,2010,6098.535,8.273,737528015,515705,2202523,268340,472383,637580,169917,1651,164819,28402,10794,47333,160815,34795,80678,183211,1497110,1050093,548012,1097710,848,4154,78543,57546,10,577,51,1091,155,69.92344555,298.6358423,36.38370266,64.04949919,86.44824156,23.03871806,0.223855903,22.34749008,3.850972359,1.463537626,6.417790109,21.80459545,4.71778689,10.9389743,24.84122586,202.9902552,142.380083,74.30388932,148.8363801,0.114978683,0.563232842,10.64949377,7.802551066,0.001355881,0.078234316,0.006914992,0.147926584,0.021016151
7763,Europe,2011,6023.668,8.155,738977880,497830,2150814,261428,460162,602590,163524,1631,159585,27170,10821,47147,154576,32145,78864,181606,1466022,1039703,527666,1079629,819,4085,77315,57939,11,555,48,1055,141,67.36737506,291.0525549,35.37697231,62.27006416,81.54371278,22.12840254,0.22071026,21.595369,3.676700039,1.464319879,6.380028588,20.91754086,4.349927227,10.67203798,24.57529581,198.3850992,140.6947391,71.40484367,146.0976071,0.110828757,0.552790565,10.46242413,7.840424127,0.001488543,0.075103737,0.006495458,0.14276476,0.019080409
7764,Europe,2012,5972.232,8.07,740362612,482776,2140802,260153,456226,585281,160949,1653,156963,26895,11115,46898,151817,30232,78423,181962,1457738,1043450,510703,1082783,813,4129,77063,59367,10,546,48,1054,131,65.208047,289.1558765,35.13859233,61.6219664,79.05328963,21.7392123,0.223268973,21.20082747,3.632679388,1.50129137,6.334463578,20.50576265,4.083404471,10.5925122,24.57741613,196.8951398,140.937695,68.98011754,146.250362,0.109811056,0.557699691,10.40881843,8.018638305,0.001350689,0.073747646,0.00648331,0.142362672,0.017694032
7765,Europe,2013,5815.575,7.845,741688141,463113,2122554,257153,451304,570809,158290,1670,154041,25821,11089,45727,148661,28284,77810,181337,1445032,1042463,489083,1083478,799,4176,76195,60356,9,507,46,992,132,62.44039434,286.1787701,34.67131073,60.84821572,76.9607829,21.34185397,0.22516202,20.76897169,3.481382346,1.495102778,6.165259692,20.04359943,3.813462618,10.4909322,24.44922468,194.8301341,140.5527394,65.94186599,146.0826916,0.107727218,0.563039877,10.27318569,8.137652022,0.001213448,0.068357571,0.006202068,0.133748936,0.017797238
7766,Europe,2014,5589.757,7.527,742972976,444848,2117577,258396,448089,563858,156494,1669,152449,24931,11033,46808,146154,26919,77533,181139,1439705,1045845,469466,1091206,783,4238,78291,61187,8,471,43,934,133,59.8740485,285.0140003,34.77865391,60.31026894,75.89212774,21.06321563,0.224638049,20.51878129,3.355572922,1.484979987,6.300094554,19.67150956,3.623146584,10.43550741,24.38029455,193.7762269,140.7648776,63.18749338,146.870214,0.105387413,0.570411056,10.53752997,8.235427395,0.001076755,0.063393961,0.005787559,0.125711167,0.017901055
7767,Europe,2015,5594.384,7.521,744222365,441116,2169338,262962,460468,569565,160490,1675,154917,23463,11139,48158,149759,26316,78854,185688,1471742,1075058,465120,1125523,772,4373,80586,63623,7,429,40,849,132,59.27206985,291.4905681,35.33379436,61.87236794,76.53156191,21.56479132,0.225067141,20.81595599,3.152686765,1.49673008,6.47091545,20.12288357,3.536039931,10.59548916,24.95060734,197.7556802,144.453869,62.49744994,151.2347724,0.103732438,0.587593199,10.8282153,8.548923412,0.000940579,0.057644062,0.005374738,0.114078808,0.017736634
7768,Europe,2016,5590.253,7.503,745441379,416684,2158032,260952,456877,558679,158521,1648,152947,22320,11129,49011,147212,24879,78390,189889,1457054,1080747,439340,1125358,747,4365,80542,64209,6,392,38,782,127,55.89762143,289.4972108,35.00637439,61.28946056,74.94606762,21.26538779,0.221077075,20.51764288,2.994199226,1.492941003,6.574762467,19.74830002,3.337485777,10.51591744,25.47336455,195.4619157,144.9808168,58.93689462,150.9653249,0.100209087,0.585559123,10.80460547,8.613554574,0.000804892,0.052586295,0.005097651,0.104904292,0.017036886
7769,Europe,2017,5620.307,7.532,746596841,399625,2147834,259497,455169,548964,156695,1582,151661,20338,10944,47259,145115,23776,77830,197680,1442710,1091730,421404,1123393,704,4290,78092,64196,5,342,34,693,120,53.52621094,287.6832424,34.75731288,60.96583524,73.52884045,20.98790022,0.211894816,20.31364073,2.724094034,1.465851367,6.329922309,19.43686231,3.184583525,10.42463559,26.47747608,193.2381602,146.227514,56.4433141,150.4684909,0.094294532,0.574607307,10.45972816,8.598482672,0.000669705,0.045807855,0.004553997,0.09282118,0.016072932
7770,Europe,2018,5593.057,7.485,747608696,404208,2181988,263054,462990,551694,158469,1526,153733,19188,10935,46674,146677,23022,79079,203456,1450795,1117428,425209,1141769,665,4274,77613,65275,5,322,33,652,117,54.06678683,291.8623087,35.18605407,61.92945621,73.79448674,21.19678394,0.204117476,20.56329746,2.566583308,1.462663564,6.243105551,19.61948821,3.079418434,10.57759232,27.21423668,194.0580691,149.4669613,56.87587668,152.7228089,0.088950276,0.571689444,10.38150043,8.731171848,0.000668799,0.04307066,0.004414074,0.087211399,0.015649898
7771,Europe,2019,5430.239,7.26,748381389,408918,2214718,266079,469920,557171,159711,1481,156294,18001,10903,46148,147216,22109,80163,208810,1461251,1145400,428897,1160691,633,4269,77321,66348,5,295,31,607,113,54.6403219,295.9344036,35.55393064,62.79151338,74.45014109,21.34085673,0.197893751,20.88427135,2.405324379,1.456877491,6.166374616,19.67125348,2.954242359,10.71151704,27.90154901,195.2548555,153.0503052,57.30995002,155.0935148,0.084582542,0.570431075,10.33176414,8.865533133,0.000668109,0.039418404,0.004142273,0.081108377,0.015099253
10947,India,1990,578.518,0.662,873277799,322671,640553,81961,108932,173975,128929,915902,161110,972137,849262,30411,70930,1040986,73653,32865,637869,322957,1332685,109108,703320,380370,30233,44690,46193,214526,5478,90848,30361,36.94941064,73.35042763,9.385444139,12.47392297,19.92206835,14.76380141,104.8809441,18.44888307,111.3204757,97.24992448,3.482397014,8.122272212,119.2044503,8.434085933,3.76340725,73.04307985,36.98216082,152.6072232,12.49407693,80.53794575,43.55658651,3.462014039,5.117500989,5.28961117,24.5656079,0.627291797,10.40310427,3.47667146
10948,India,1991,615.925,0.691,891273202,329345,665323,84350,112071,179349,133299,933268,163494,954003,819841,31075,72912,1044123,75468,34127,662183,340375,1340608,115471,716901,384798,31534,46519,46444,209734,5361,87879,30251,36.9521937,74.64860365,9.463989247,12.57425891,20.1227861,14.95602019,104.7117761,18.34387028,107.0382233,91.98537532,3.48658525,8.180656597,117.149601,8.46743735,3.829016728,74.29629866,38.18974914,150.4149342,12.95573565,80.43560587,43.17396721,3.538084611,5.219387265,5.210972337,23.53195401,0.601499068,9.859939669,3.394133239
10949,India,1992,656.033,0.722,909307018,334555,684702,86085,114326,182437,136438,950840,165299,946934,794553,32793,74240,1042553,76621,35346,673847,354870,1343393,122258,730618,390012,32732,48085,47111,206461,4887,85227,30360,36.79230374,75.29931986,9.467099483,12.57287118,20.06330056,15.00461311,104.5675422,18.17856859,104.1379843,87.38005803,3.606372694,8.164459146,114.6535746,8.4263069,3.887135951,74.10555364,39.02642265,147.7381097,13.44518381,80.34887948,42.89112393,3.599664289,5.288092916,5.180978379,22.7053125,0.537442239,9.372741914,3.3388063
10950,India,1993,677.916,0.731,927403866,339977,696166,86746,116179,183159,138201,916145,164874,934532,760213,34257,75371,1031647,77132,36392,680026,362900,1336597,127074,701216,373407,34596,49679,43664,197611,4317,80658,28935,36.65900181,75.06610933,9.353637954,12.52733618,19.7496481,14.90192192,98.78598026,17.77801517,100.7686116,81.97216206,3.693859952,8.127095731,111.240317,8.316980641,3.924072492,73.32576722,39.13074048,144.1224313,13.70212101,75.61064017,40.2636881,3.730413606,5.356781638,4.708196893,21.30797673,0.465492992,8.697181773,3.119999933
10951,India,1994,716.918,0.758,945601828,345727,709404,88031,118722,185338,140603,875963,164582,920390,731204,37343,77079,1020277,78109,37335,686429,371785,1330688,133524,667401,355557,36783,50850,40487,189894,3865,75921,27883,36.5615833,75.02142858,9.30952092,12.55517877,19.60000441,14.86915484,92.63550197,17.40500019,97.33377969,77.32683867,3.949125191,8.151316729,107.8971053,8.260242069,3.948279169,72.59175899,39.31728863,140.7239242,14.12053108,70.57949554,37.60113289,3.889903648,5.377527675,4.281611858,20.08181397,0.408734404,8.028855037,2.948704114
10952,India,1995,762.121,0.791,963922586,352089,717731,88408,119609,185819,141319,857785,164169,911109,708705,41468,77549,1006124,78061,38110,684775,378764,1322703,138710,651293,347593,38300,51875,38945,184668,3509,71717,26744,36.52668846,74.4594027,9.171690889,12.40856908,19.27737794,14.66082464,88.98899273,17.03134696,94.52097225,73.52302045,4.302005223,8.04514814,104.3780916,8.098264439,3.953636999,71.04045594,39.29402688,137.2208743,14.39015975,67.56694048,36.06026096,3.973348125,5.38165624,4.040262213,19.15797002,0.364033383,7.4401203,2.774496665
10953,India,1996,825.919,0.841,982365248,367599,756114,92342,125244,190747,147295,839448,167334,893850,676518,48539,81087,1010914,81083,40201,708557,401293,1342791,150158,634062,338797,41003,54218,36738,176198,3239,67211,26230,37.41978869,76.96872437,9.39996607,12.7492295,19.41711603,14.99391395,85.45171989,17.0337866,90.98957865,68.86623905,4.941033908,8.254261861,102.906124,8.25385468,4.092266098,72.12765328,40.84967387,136.689587,15.28535342,64.54442493,34.4878853,4.173905794,5.519128462,3.739749556,17.93609865,0.329714432,6.841752611,2.67008631
10954,India,1997,859.686,0.859,1000900028,400607,822862,99807,135250,201613,157874,840661,175033,884440,646922,58426,87610,1041557,86901,44191,758111,441714,1402370,168297,631382,337967,44971,58153,34309,168844,3115,63524,26897,40.02467667,82.21220671,9.971725168,13.51283807,20.14317058,15.77320368,83.99050619,17.48756071,88.3644695,64.63402757,5.837346225,8.753121945,104.0620412,8.6822857,4.415126263,75.74292924,44.13168025,140.1108963,16.81456642,63.08142495,33.76630938,4.493056124,5.810070774,3.427814871,16.86921723,0.311219893,6.346687803,2.687281372
10955,India,1998,877.698,0.861,1019483586,422095,848030,101999,138040,204461,159505,837221,176351,878126,614848,69600,89498,1033225,88171,46799,762687,462976,1412747,180278,626027,333751,47925,60154,32444,161188,3192,60825,26694,41.40282451,83.1823103,10.00496736,13.54018857,20.05534987,15.64566631,82.12206763,17.29807154,86.13439314,60.3097498,6.826985834,8.778758308,101.3478799,8.648594368,4.590461351,74.81111128,45.41279589,138.5747666,17.68326656,61.40628536,32.73726076,4.700909427,5.900438303,3.182395523,15.81074989,0.313099695,5.966255939,2.618384481
10956,India,1999,951.749,0.917,1038058154,435884,843530,101014,137265,206391,156336,828466,172624,864935,583851,81869,89180,995246,87056,47618,743475,467137,1385403,188282,616856,328969,50955,60708,31786,154231,3396,59751,26661,41.99032572,81.26037995,9.731054047,13.22324761,19.8824121,15.06042792,79.80920884,16.62951149,83.32240315,56.24453676,7.886745043,8.591040845,95.87574609,8.386428031,4.587218916,71.62170993,45.00104336,133.4610199,18.13790482,59.42403107,31.69080641,4.908684528,5.848227266,3.062063515,14.85764544,0.327149302,5.756035899,2.568353218
10957,India,2000,978.919,0.926,1056575548,453042,864311,102693,140283,208534,157879,815015,172871,849375,552814,94411,91054,980037,88170,49823,752782,486598,1387431,199801,603501,323019,54225,62518,30784,146544,3255,59474,26268,42.87833472,81.80304775,9.719418568,13.27713861,19.73678081,14.94251881,77.13740882,16.36144243,80.38942427,52.32129411,8.935565486,8.617840927,92.75597962,8.344883635,4.715517039,71.24734255,46.05425527,131.3139418,18.91024266,57.11858477,30.57225776,5.132146026,5.917040208,2.913563546,13.86971337,0.30807073,5.628939654,2.486144985
10958,India,2001,992.56,0.923,1075000094,474904,898830,105945,145530,211293,161994,795489,175201,831596,518825,107149,94383,976355,90673,52791,766418,513274,1404542,214756,583556,313722,57840,65310,28060,137100,2834,58130,25267,44.17711242,83.61208571,9.855347975,13.53767323,19.65516107,15.06920798,73.99897027,16.29776602,77.35776068,48.26278648,9.967347966,8.779813186,90.82371299,8.434696937,4.910790268,71.29469144,47.74641443,130.6550583,19.97730058,54.28427432,29.18343931,5.380464646,6.075348306,2.61023233,12.75348726,0.263627884,5.407441388,2.350418399
10959,India,2002,1023.027,0.936,1093317187,490657,926242,108707,150009,214359,164593,773043,176238,821741,490119,119009,97162,965887,92533,54826,770991,537470,1410495,230941,562109,304129,61173,67503,25954,129304,2479,56992,23514,44.87782739,84.71850722,9.942860251,13.72053799,19.60629564,15.05446013,70.70619663,16.11956732,75.16034777,44.82861935,10.88513026,8.886899534,88.34462784,8.463509135,5.014647227,70.51851093,49.15956745,129.0105943,21.12296438,51.41316781,27.81708763,5.595174093,6.174146058,2.373876521,11.82676002,0.226741153,5.212759909,2.150702493
10960,India,2003,1059.616,0.953,1111523146,504253,928592,109356,150818,215893,162951,750029,173064,810853,464829,127281,97462,935475,92131,55135,764652,550550,1391459,242659,541653,295466,63340,68165,24221,122699,2321,56784,21537,45.36594688,83.54229989,9.838391615,13.56858834,19.42316728,14.66015355,67.47758719,15.56998616,72.94971795,41.81910216,11.45104359,8.768328428,84.16154026,8.288716284,4.960310561,68.79316933,49.5311323,125.1848875,21.8312143,48.73069913,26.58208253,5.698486822,6.132575848,2.179081928,11.03881646,0.208812566,5.108665546,1.937611473
10961,India,2004,1125.471,0.996,1129623466,502969,903865,106475,147067,214902,157032,720411,167120,799974,444206,135774,94877,885337,89117,54090,728560,544812,1341668,246267,516626,284614,65302,67460,22684,116866,2250,56791,20445,44.52536754,80.01471528,9.425707167,13.01911694,19.02421528,13.90126929,63.7744365,14.79431023,70.8177569,39.32336866,12.01940329,8.398993369,78.37452272,7.889088947,4.788321209,64.49582732,48.22952217,118.7712579,21.8008042,45.73435446,25.19547518,5.780864329,5.971901437,2.00810276,10.3455712,0.199181415,5.027427431,1.809895121
10962,India,2005,1185.953,1.033,1147609924,535090,949979,111531,153969,224046,163695,713215,171751,784466,421712,141125,99392,887079,92683,57670,750211,578231,1373204,263548,510020,282975,68790,71404,20941,110842,2052,55413,20176,46.62647027,82.77891121,9.718546143,13.41649255,19.52283571,14.26399307,62.14785922,14.96597375,68.35650194,36.74698094,12.29729693,8.660782547,77.29795477,8.076176239,5.025226673,65.37160269,50.38567443,119.6577314,22.96494606,44.44193008,24.65776864,5.994197032,6.221974776,1.824748947,9.658508321,0.178806401,4.828557059,1.758088666
10963,India,2006,1259.744,1.081,1165486291,577218,1012901,118738,165137,234445,173490,713009,178408,765114,400807,144127,106825,896056,98405,62733,782949,616070,1420870,283314,508258,282732,70925,75337,19369,104312,1727,52990,19282,49.52593647,86.90801495,10.18785042,14.16893543,20.11563772,14.88563198,61.17695296,15.30760176,65.64761902,34.38967949,12.36625442,9.165701976,76.882586,8.443256756,5.382560094,67.17788155,52.85948061,121.9122019,24.30865143,43.60909295,24.2587152,6.085442664,6.463997096,1.661881409,8.950083824,0.148178491,4.546600025,1.654416714
10964,India,2007,1358.152,1.148,1183209471,622397,1068144,126005,175585,247994,182627,709716,182917,747167,378856,142351,113916,894620,103584,66871,811799,647545,1458927,302018,505335,281240,72877,78764,17907,97935,1451,50221,17927,52.6024356,90.27513946,10.64942456,14.83972232,20.95943331,15.43488321,59.98227849,15.45939282,63.14748304,32.01935154,12.03092128,9.627711981,75.60960438,8.754493819,5.651661996,68.60991396,54.72784117,123.302512,25.52531968,42.70883663,23.76924855,6.159264423,6.65680946,1.51342602,8.277063563,0.122632555,4.244472448,1.515116337
10965,India,2008,1462.815,1.218,1200669762,664107,1118182,132930,185054,263041,190943,706437,187039,729991,358652,137955,120289,889531,108078,70825,843922,676959,1493106,318518,502654,278987,74589,82265,16571,91996,1345,47707,17129,55.31137878,93.1298543,11.07132071,15.41256438,21.90785579,15.90304062,58.83691106,15.57788877,60.79864948,29.87099462,11.48983712,10.01849166,74.08623321,9.001475961,5.898791012,70.28760336,56.38178135,124.3560925,26.52836026,41.86446731,23.23594787,6.212282708,6.851592553,1.380146359,7.662056871,0.112020811,3.973365659,1.42662042
10966,India,2009,1612.817,1.324,1217726217,672897,1118580,134895,187618,267579,191486,670101,182644,710238,334787,129498,122547,845448,108354,70463,834257,674829,1461801,324096,474795,262850,73644,80365,14767,84914,1333,44975,16277,55.25848016,91.85808636,11.07761319,15.40723993,21.97365847,15.72488112,55.0288719,14.99877374,58.32493298,27.49279726,10.63441012,10.06359215,69.42841406,8.898059226,5.786440254,68.50940617,55.41713651,120.0434859,26.6148495,38.99029136,21.58531173,6.047664818,6.599595121,1.212669958,6.973160207,0.109466314,3.693358932,1.336671558
