,region,year,co2,co2_per_capita,population,Deaths: Outdoor air pollution,Deaths - Cause: All causes - Risk: High systolic blood pressure - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet high in sodium - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in whole grains - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Alcohol use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in fruits - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe water source - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Secondhand smoke - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low birth weight - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child wasting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sex - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in nuts and seeds - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in vegetables - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low physical activity - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High fasting plasma glucose - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sanitation - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: No access to handwashing facility - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Drug use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low bone mineral density - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Vitamin A deficiency - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child stunting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Discontinued breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Iron deficiency - Sex: Both - Age: All Ages (Number),rate Deaths: Outdoor air pollution,rate Deaths - Cause: All causes - Risk: High systolic blood pressure - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet high in sodium - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in whole grains - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Alcohol use - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in fruits - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe water source - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Secondhand smoke - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low birth weight - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Child wasting - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe sex - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in nuts and seeds - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Diet low in vegetables - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low physical activity - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: High fasting plasma glucose - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Unsafe sanitation - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: No access to handwashing facility - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Drug use - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Low bone mineral density - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Vitamin A deficiency - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Child stunting - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Discontinued breastfeeding - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number),rate Deaths - Cause: All causes - Risk: Iron deficiency - Sex: Both - Age: All Ages (Number)
10967,India,2010,1677.888,1.359,1234281163,698690,1144625,139610,193712,275927,196674,656752,183654,690829,312757,120822,127185,815170,111082,71419,839321,688217,1459403,340185,464327,253927,73706,81117,13029,77891,1370,42598,15886,56.60703744,92.73616371,11.31103708,15.69431713,22.35527919,15.93429487,53.20927028,14.87942987,55.97014851,25.33920223,9.78885554,10.30437827,66.04410927,8.99973226,5.78628291,68.00079473,55.75852736,118.239105,27.56138635,37.61922436,20.57286521,5.971572945,6.5720034,1.05559417,6.310636696,0.11099578,3.451239578,1.287064931
10968,India,2011,1780.13,1.424,1250287939,759829,1195889,146278,204226,287311,206002,657545,190712,670211,288333,113189,134471,797144,115854,76479,866424,730378,1497826,366327,464635,247422,73479,84554,11042,69630,1405,40072,15119,60.77232102,95.64908712,11.699545,16.33431737,22.97958662,16.47636465,52.59148549,15.25344635,53.60453213,23.0613278,9.053034623,10.75520253,63.75683354,9.266185523,6.116910962,69.29795713,58.41678362,119.7984843,29.29941085,37.16223963,19.78920153,5.876966234,6.76276219,0.883156564,5.569117147,0.112374114,3.205021719,1.20924145
10969,India,2012,1963.586,1.551,1265780243,831016,1240414,151058,214172,298990,214877,628812,198740,649914,267870,105661,141131,774716,119960,82643,897107,782115,1541016,394472,442136,233647,70870,86410,8708,61448,1467,38379,13815,65.65247045,97.99599945,11.93398308,16.92015665,23.62100386,16.97585352,49.67781757,15.70098768,51.3449316,21.16244123,8.347499543,11.14972372,61.20462097,9.477158509,6.529016427,70.87383493,61.78916161,121.7443556,31.16433537,34.92991793,18.45873336,5.598918169,6.826619429,0.687955121,4.854555152,0.115896895,3.032042901,1.091421681
10970,India,2013,2036.937,1.59,1280842119,912685,1273818,153200,221965,305893,221047,607206,207695,634667,244399,101332,145820,745011,122612,90639,928342,830862,1584768,420136,423284,223116,68810,92541,6493,53385,1478,36106,13172,71.25663549,99.4516015,11.96088087,17.32961438,23.88217841,17.25794278,47.40677957,16.21550361,49.55075966,19.0811183,7.911357575,11.38469745,58.16571683,9.572764526,7.076516196,72.4790344,64.86841646,123.7285983,32.80154468,33.04732049,17.41947713,5.372246819,7.22501225,0.506932112,4.167961001,0.115392832,2.818926663,1.028385919
10971,India,2014,2185.856,1.687,1295600768,963512,1283693,153096,224801,304963,223118,571532,212565,603723,214181,94655,147416,703919,122496,95940,940835,862885,1591958,439643,392541,207474,65341,96438,4744,44864,1410,32886,11658,74.36797074,99.08090761,11.81660306,17.35110117,23.53834665,17.22120004,44.11328043,16.40667444,46.59791928,16.53140422,7.305877114,11.3781964,54.33147443,9.454764386,7.405058902,72.61766304,66.60114916,122.8741167,33.93352419,30.29799068,16.01372932,5.043297412,7.443496668,0.366162179,3.462795107,0.108829821,2.538281916,0.899814224
10972,India,2015,2268.567,1.732,1310152392,1002184,1318329,157998,231006,310787,230225,549684,217804,580133,188319,88879,151940,680666,125285,98524,950678,895580,1607975,470586,368609,196357,65276,100083,3652,38422,1274,29544,10831,76.49369693,100.6240959,12.05951315,17.63199468,23.72143896,17.57238329,41.95572999,16.62432564,44.27981077,14.37382408,6.783867323,11.59712419,51.95319294,9.56262804,7.520041226,72.56239853,68.35693355,122.7319058,35.91841704,28.13481869,14.9873405,4.982321171,7.639035017,0.278746199,2.932635946,0.097240596,2.255004851,0.826697724
10973,India,2016,2382.223,1.799,1324517250,1018770,1353254,162860,237170,319661,236976,528733,220532,526329,159248,83701,156060,659164,127802,101619,963334,927521,1600197,497483,344439,185663,65608,103610,2954,32012,1067,25063,10240,76.91632555,102.1696018,12.2958006,17.90614656,24.13415152,17.89149971,39.9189214,16.64999078,39.73742131,12.02309747,6.319358997,11.782406,49.76635827,9.648949457,7.67215376,72.7309516,70.02709855,120.8136021,37.55957123,26.00487083,14.01740898,4.953351872,7.822472678,0.223024653,2.416880565,0.080557652,1.892236587,0.773111864
10974,India,2017,2433.856,1.818,1338676779,1039734,1384021,166047,242345,328704,242209,530729,224680,490401,143799,79182,159056,645007,129320,105730,978659,960169,1604105,519356,334884,183737,66436,108079,2676,28466,956,22624,9830,77.6687858,103.3872419,12.40381566,18.1033244,24.55439619,18.09316512,39.64579115,16.78373776,36.63326411,10.74187603,5.914945358,11.88158355,48.18242985,9.660285592,7.898097708,73.10644476,71.7252301,119.8276556,38.79622088,25.01604609,13.72526982,4.962811116,8.07356949,0.199898888,2.12642816,0.071413803,1.690027074,0.734307202
10975,India,2018,2599.806,1.922,1352642283,1093823,1434427,170456,251795,336620,250250,520537,233816,469233,130298,78030,163128,633389,132315,104328,1003887,1032876,1644708,548616,313943,179469,68946,114345,2129,25024,794,20020,10143,80.8656519,106.0462931,12.60170572,18.61504724,24.88610657,18.50082636,38.48297562,17.28587099,34.69010291,9.63284984,5.768709213,12.05995126,46.82605357,9.781965392,7.712903944,74.21673953,76.35987822,121.5922362,40.55883857,23.20961011,13.26803119,5.097134761,8.453454504,0.157395642,1.850008706,0.058699925,1.480066109,0.749865661
10976,India,2019,2625.968,1.922,1366417756,1147669,1471889,174797,258257,343695,256232,508290,240098,445535,118283,78979,164172,606890,134007,96012,1013282,1121914,1667331,579108,291103,173939,72903,118682,1501,21575,676,17973,10098,83.99107776,107.7188139,12.79235426,18.90029596,25.15299574,18.75209824,37.19872621,17.57134661,32.60606049,8.656430252,5.78000393,12.01477361,44.4146746,9.807176423,7.026548036,74.1560914,82.10622228,122.0220531,42.38147503,21.30409962,12.72956233,5.335337577,8.685630692,0.109849275,1.57894611,0.049472425,1.315337123,0.739012645
16383,North America,1990,5984.512,14.126,427517667,110408,543428,35613,112336,84305,46114,92,48289,18103,3085,29411,13935,461,26697,49880,566060,277519,110043,249856,93,860,26578,12258,0,43,11,211,62,25.82536548,127.1124077,8.33018206,26.276341,19.7196529,10.78645482,0.021519579,11.29520573,4.234444889,0.721607606,6.879481778,3.259514419,0.107831801,6.244654212,11.66735409,132.406224,64.91404249,25.73998889,58.4434327,0.021753487,0.201161277,6.216819105,2.867249928,0,0.010058064,0.002572993,0.049354685,0.014502325
16384,North America,1991,5932.717,13.827,432663821,109722,541138,35577,111803,83462,45534,100,48003,17170,3138,33136,13469,449,26144,52167,564725,268246,109362,255063,98,872,28176,12494,0,41,12,204,60,25.35964291,125.0712386,8.222781354,25.8406168,19.29026555,10.5241062,0.023112633,11.0947571,3.968439044,0.725274416,7.658601989,3.113040505,0.103775721,6.042566707,12.05716713,130.5228153,61.99871285,25.27643743,58.95177448,0.02265038,0.201542158,6.512215404,2.887692336,0,0.009476179,0.002773516,0.047149771,0.01386758
16385,North America,1992,6057.23,13.941,438123767,109047,538643,35645,111052,82895,44923,107,47613,16198,3205,36438,13031,437,25627,54555,562438,260526,108664,260058,103,882,29956,12788,0,38,12,192,59,24.88954223,122.9431135,8.135828888,25.34717547,18.92045268,10.25349533,0.024422323,10.86747709,3.697128807,0.73152845,8.316827971,2.974273706,0.099743505,5.849260399,12.45196086,128.3742272,59.46401899,24.80212401,59.35719986,0.023509339,0.201312977,6.837337359,2.918809926,0,0.008673348,0.002738952,0.043823233,0.013466514
16386,North America,1993,6163.883,14.009,443652234,111159,549746,36684,113153,84110,45445,119,48314,15744,3374,39740,13024,437,25906,58371,571821,261416,110743,271042,113,918,32298,13430,0,36,12,187,59,25.05543565,123.9137229,8.268638629,25.50488678,18.9585431,10.24338356,0.026822811,10.89006125,3.548725509,0.760505581,8.957466447,2.935632687,0.098500575,5.839258323,13.15692687,128.8894671,58.92362981,24.96166851,61.09334727,0.0254704,0.206918827,7.280026454,3.027145807,0,0.008114464,0.002704821,0.042150131,0.013298705
16387,North America,1994,6288.26,14.111,449318541,111941,551590,37177,113225,84480,45188,131,48126,15038,3515,43411,12830,429,25793,60742,571987,260616,111436,277954,123,935,34247,13951,0,34,12,179,60,24.91350563,122.7614598,8.274085444,25.19927171,18.80180591,10.05700764,0.029155262,10.71088673,3.346846085,0.782295783,9.661519844,2.855435249,0.095477921,5.740470879,13.5186943,127.3010009,58.00250295,24.8011132,61.86123532,0.027374788,0.208092904,7.621986826,3.104924174,0,0.007567015,0.002670711,0.039838107,0.013353555
16388,North America,1995,6350.638,14.068,455163076,112758,556307,37904,113864,85097,45163,147,48143,14231,3696,43945,12776,426,25893,62480,574961,264386,112213,285852,135,955,35621,14565,0,32,11,169,56,24.77309913,122.2214695,8.327564778,25.01608896,18.69593657,9.922377799,0.032296117,10.5770882,3.126571717,0.812016658,9.6547814,2.806906068,0.093592829,5.68873034,13.72694827,126.3197808,58.08599466,24.65336182,62.80210656,0.029659699,0.20981491,7.825986306,3.19995201,0,0.007030447,0.002416716,0.03712955,0.012303283
16389,North America,1996,6576.288,14.376,461221136,111733,554902,38371,113042,84858,44493,167,47365,13712,3882,34571,12690,419,25838,62879,569882,267738,111170,290322,150,963,34824,15221,0,30,11,163,58,24.22547262,120.3114855,8.319436601,24.50928441,18.39854971,9.646782536,0.036208228,10.26947733,2.97297737,0.841678687,7.495536805,2.751391688,0.090845793,5.602084983,13.63315666,123.5593852,58.04981149,24.10340536,62.94637807,0.03252236,0.208793554,7.550391186,3.300152316,0,0.006504472,0.002384973,0.035340965,0.012575313
16390,North America,1997,6695.065,14.44,467453761,111007,553224,39079,112216,84905,43721,196,46495,13577,4101,22998,12702,410,25924,63179,564853,272206,110387,294451,175,970,34085,15815,0,29,11,160,61,23.74716159,118.34839,8.359971244,24.0057968,18.1632938,9.353010639,0.041929281,9.946438317,2.904458394,0.877306023,4.919844896,2.717274105,0.08770921,5.545789159,13.51556138,120.8361227,58.23164187,23.61452815,62.99040131,0.037436858,0.207507155,7.291630284,3.383222325,0,0.006203822,0.002353174,0.034227984,0.013049419
16391,North America,1998,6765.938,14.398,473738721,111276,555869,40202,112414,85576,43276,238,45893,13707,4365,20172,12888,403,26320,63953,564510,280071,110571,300621,209,979,35417,16532,0,28,10,158,58,23.48889695,117.3366194,8.486112327,23.72911375,18.06396569,9.134993211,0.050238663,9.687407418,2.893367038,0.921393968,4.258043328,2.720486933,0.085067988,5.555805095,13.49963538,119.1606206,59.11929669,23.34008074,63.45713083,0.044117145,0.206653997,7.476061894,3.489687304,0,0.005910431,0.002110868,0.033351718,0.012243036
16392,North America,1999,6861.782,14.413,479907387,111503,561832,41544,113549,86717,43236,312,45429,13770,4693,21375,13175,395,27018,65215,566946,290678,110763,309230,270,956,38019,17501,0,26,9,151,65,23.23427457,117.0709214,8.65667025,23.66060683,18.06952807,9.009238276,0.065012544,9.466201444,2.869303614,0.977897012,4.453984368,2.745321359,0.082307547,5.629836242,13.58908026,118.1365437,60.56960319,23.08007816,64.43534906,0.056260855,0.199205102,7.92215353,3.646745283,0,0.005417712,0.001875362,0.031464404,0.01354428
16393,North America,2000,7107.692,14.746,486124198,109735,559468,42236,112794,88620,42846,399,44564,13756,4831,20759,13194,383,27281,65069,564430,297214,109021,314946,340,944,40486,18402,0,25,9,146,70,22.57344943,115.0874617,8.688314668,23.20271249,18.22990922,8.813797004,0.08207779,9.167204633,2.829729533,0.99377896,4.270307894,2.714121217,0.07878645,5.611940346,13.3852625,116.1081885,61.13951974,22.42657338,64.78714725,0.069940974,0.194189058,8.32832436,3.785452375,0,0.005142719,0.001851379,0.030033477,0.014399612
16394,North America,2001,7014.631,14.385,491771508,107989,552494,42693,111904,91700,42476,428,43578,13582,4827,20308,13154,367,27494,63643,561573,305362,107277,320489,403,929,43297,19312,0,24,9,143,74,21.95918191,112.3477044,8.681470826,22.75528333,18.64687126,8.637344643,0.087032289,8.861432452,2.76185175,0.981553409,4.129560105,2.674819461,0.074628154,5.590807835,12.94157936,114.193887,62.09428465,21.81439922,65.17030669,0.081948627,0.18890887,8.804292094,3.927027021,0,0.004880315,0.001830118,0.029078545,0.015047639
16395,North America,2002,7068.126,14.336,497173033,106490,542292,43207,111139,95217,42208,458,42600,13784,4817,20464,13127,350,27824,61024,560264,317128,105767,326463,477,932,46756,20153,0,24,8,143,72,21.41910219,109.0751034,8.690535715,22.35418911,19.15168235,8.489599636,0.092120845,8.568445425,2.772475393,0.968877972,4.116071999,2.640328242,0.070398026,5.596441913,12.2741975,112.6899415,63.78624321,21.27367998,65.66385913,0.095942452,0.187459886,9.404371697,4.053518325,0,0.004827293,0.001609098,0.028762622,0.01448188
16396,North America,2003,7183.859,14.416,502448468,103119,525605,43278,109241,98543,41552,479,41202,13929,4708,20286,12946,328,27820,57576,555112,327299,102447,329985,554,931,49936,20889,0,24,8,143,90,20.52329872,104.6087377,8.61342063,21.74173213,19.61255856,8.269902815,0.09533316,8.20024393,2.772224594,0.937011515,4.037428969,2.57658264,0.065280326,5.536886223,11.45908559,110.4813798,65.14080962,20.38955366,65.67539181,0.110260064,0.185292634,9.938531647,4.157441276,0,0.004776609,0.001592203,0.02846063,0.017912285
16397,North America,2004,7282.769,14.46,507773688,98804,502485,42656,105558,100631,40358,496,39282,13839,4557,19770,12536,303,27381,53965,543304,331925,98144,328461,633,921,52289,21361,0,23,8,138,104,19.45827488,98.95845568,8.400592825,20.78839501,19.81808085,7.948029005,0.097681312,7.736123578,2.725426765,0.897447053,3.893466808,2.468816383,0.059672253,5.392362906,10.62776612,106.9972732,65.36868842,19.32829572,64.68649474,0.124661836,0.181380017,10.29769782,4.206795371,0,0.004529577,0.001575505,0.027177462,0.020481565
16398,North America,2005,7330.253,14.397,513270901,97217,495050,43070,104783,104957,40143,516,38502,14093,4547,19488,12474,287,27628,52938,542585,342198,96522,333999,728,940,55506,22289,0,23,8,136,115,18.94068022,96.45004208,8.3912803,20.4147556,20.44865583,7.821016138,0.100531707,7.501301929,2.745723549,0.885886964,3.796825412,2.430295576,0.055915891,5.382732578,10.31385179,105.7112334,66.67005656,18.80527414,65.07265449,0.141835432,0.183139157,10.81417238,4.342541133,0,0.004481064,0.001558631,0.026496729,0.022405322
16399,North America,2006,7265.229,14.111,518977613,94332,483063,42979,102689,107819,39569,541,37331,14202,4439,19142,12198,270,27522,51918,536831,349202,93593,335219,811,941,57996,22915,0,23,8,133,118,18.17650658,93.07973753,8.281474754,19.78678799,20.77526993,7.624413657,0.104243418,7.193181183,2.736534225,0.855335546,3.688405727,2.350390401,0.052025365,5.303118923,10.00389973,103.4401073,67.28652475,18.03411123,64.59218887,0.156268783,0.181318033,11.17504851,4.415412038,0,0.00443179,0.001541492,0.02562731,0.022737012
16400,North America,2007,7376.089,14.165,524838651,89246,471151,42902,100662,110878,39047,543,36157,14236,4431,18511,11883,251,27449,51175,531740,360053,88566,336373,857,941,59795,23637,0,23,7,127,121,17.0044641,89.77063696,8.17432175,19.17960878,21.12611177,7.439810297,0.103460368,6.889164876,2.71245267,0.844259467,3.526988716,2.264124408,0.047824222,5.229988292,9.750615718,101.3149468,68.60260755,16.87490047,64.09074472,0.163288279,0.179293198,11.39302524,4.503669834,0,0.004382299,0.001333743,0.024197913,0.023054704
16401,North America,2008,7158.262,13.592,530772206,84461,465202,43340,100136,114342,39074,533,35556,13706,4464,17781,11744,236,27759,51179,532585,375475,83871,341185,884,953,61797,24425,0,22,7,118,126,15.91285283,87.64626232,8.165461475,18.86609714,21.5425749,7.36172685,0.100419727,6.698918971,2.58227538,0.841038764,3.3500247,2.212625278,0.044463519,5.229927205,9.64236624,100.341539,70.74127013,15.80169403,64.28087156,0.166549791,0.179549718,11.64284778,4.601785799,0,0.004144904,0.001318833,0.022231759,0.023738997
16402,North America,2009,6670.754,12.526,536655895,79481,456614,43401,98673,117478,38731,504,34752,12858,4457,17128,11467,220,27673,50504,528437,384022,78952,343448,871,947,64020,24931,0,20,6,108,124,14.81042149,85.08506182,8.087305181,18.38664234,21.89074994,7.217101379,0.093914928,6.475657926,2.395948711,0.830513564,3.191616855,2.136750962,0.040994612,5.156563127,9.410872119,98.46849814,71.55833069,14.71184808,63.99780627,0.162301394,0.176463169,11.92943199,4.645621195,0,0.003726783,0.001118035,0.020124628,0.023106054
16403,North America,2010,6875.767,12.773,542398372,75944,454067,43583,97754,119952,38457,474,34098,12112,4534,15987,11305,207,27634,50217,523345,388097,75433,346227,856,947,66075,25617,0,19,6,98,114,14.00151695,83.71466867,8.035237982,18.02254672,22.11511063,7.090176148,0.087389643,6.286523294,2.233045051,0.835916963,2.947464599,2.084261418,0.038163831,5.094779304,9.258324249,96.48719963,71.55202155,13.90730575,63.8326031,0.157817583,0.174594919,12.18200559,4.722912406,0,0.00350296,0.001106198,0.018067901,0.021017762
16404,North America,2011,6771.608,12.45,547977698,75448,459953,44380,98420,123985,38752,479,34160,11884,4684,15580,11320,198,27886,50077,525940,392159,74882,352861,857,968,69653,26561,0,18,6,93,121,13.76844355,83.93644517,8.098869746,17.96058496,22.62592081,7.071820649,0.087412317,6.233830341,2.168701399,0.854779313,2.843181403,2.065777502,0.036132857,5.088893234,9.138510597,95.97835859,71.56477379,13.66515467,64.39331405,0.156393226,0.176649525,12.71091876,4.847095073,0,0.003284805,0.001094935,0.016971494,0.022081191
16405,North America,2012,6580.283,11.978,553416150,73033,464803,45072,98656,127649,38969,473,34147,11755,4837,15343,11261,189,28039,49247,526736,395138,72507,358859,841,977,73044,27289,0,17,6,89,127,13.1967598,83.9879718,8.144323219,17.82672949,23.06564418,7.041536464,0.085469136,6.17022109,2.124079682,0.874025812,2.772416381,2.034815934,0.034151515,5.066530856,8.89872838,95.1790077,71.39979561,13.10171378,64.84433098,0.151965207,0.176539843,13.19874745,4.93100897,0,0.003071829,0.001084175,0.01608193,0.022948373
16406,North America,2013,6714.924,12.106,558712190,70771,472588,45977,99316,131568,39309,466,34337,11705,5073,15268,11223,181,28275,48293,529315,399728,70289,366423,820,995,77334,28206,0,17,6,87,137,12.66680793,84.58523162,8.229102716,17.77587849,23.54843913,7.03564388,0.083406091,6.14574026,2.094996352,0.907980905,2.732712884,2.008726532,0.032395928,5.06074514,8.64362741,94.7384019,71.54452814,12.58053811,65.58349837,0.146766084,0.178088114,13.84147355,5.048395311,0,0.003042711,0.001073898,0.015571524,0.024520675
16407,North America,2014,6753.943,12.063,563874425,68018,481445,46933,100178,135719,39756,458,34624,11571,5389,15270,11164,174,28541,47427,532269,405541,67605,375036,799,1005,82875,28995,0,17,6,86,140,12.06261483,85.38159893,8.323307091,17.76601235,24.06901146,7.05050597,0.081223758,6.140374251,2.052052636,0.955709243,2.708049758,1.979873444,0.030857934,5.061587959,8.410915249,94.39495327,71.92044576,11.98937157,66.5105533,0.141698216,0.178231173,14.69742133,5.14210234,0,0.003014856,0.001064067,0.015251623,0.024828223
16408,North America,2015,6612.704,11.704,568911289,66704,493135,48113,101837,140499,40366,452,35107,11502,5783,15182,11176,168,28950,47005,536927,414513,66304,385453,780,1024,89911,29804,0,17,6,87,141,11.72485083,86.68047366,8.457030284,17.90033033,24.69611743,7.095306558,0.079449997,6.170909363,2.02175633,1.016502944,2.668605861,1.964453899,0.029530087,5.08866682,8.262272328,94.37798307,72.86074438,11.6545411,67.75274238,0.137103977,0.179992913,15.80404568,5.238778097,0,0.002988164,0.001054646,0.015292367,0.02478418
16409,North America,2016,6471.36,11.353,573814461,64353,502768,49285,103631,145140,41030,442,35782,11307,6077,15567,10970,161,29215,46263,543602,424136,63973,396001,753,1030,98475,30334,0,17,6,86,147,11.21494915,87.61856561,8.589013235,18.06001888,25.29389025,7.150394908,0.077028383,6.235813566,1.970497568,1.059053128,2.712897819,1.911767783,0.02805785,5.091366981,8.062362165,94.73480314,73.91518144,11.14872565,69.01202861,0.131227087,0.17950053,17.1614706,5.286377751,0,0.00296263,0.001045634,0.014987423,0.025618037
16410,North America,2017,6412.982,11.155,578582963,62260,505475,49754,104755,145947,41415,431,36231,10928,5945,15456,10767,155,29164,45082,547388,431279,61904,400596,734,1039,103348,30086,0,16,6,84,129,10.76077313,87.36430768,8.599285354,18.10544152,25.22490452,7.158005446,0.074492342,6.262023308,1.888752469,1.02751038,2.671354151,1.860925863,0.026789589,5.040590869,7.79179528,94.60838549,74.54056334,10.69924349,69.23743449,0.126861668,0.179576667,17.86226118,5.199945716,0,0.002765377,0.001037016,0.014518229,0.022295852
16411,North America,2018,6588.63,11.366,582921781,63781,522055,51548,108474,148614,42776,437,37627,10538,6064,15391,11047,157,29839,44254,564622,450891,63424,413083,746,1074,106376,30878,0,15,5,82,123,10.94160522,89.5583279,8.843038926,18.60867162,25.49467267,7.33820581,0.074967176,6.454896905,1.807789714,1.040276791,2.640319937,1.895108462,0.026933288,5.118868598,7.591756123,96.86067984,77.35017196,10.88036201,70.86422458,0.127976004,0.184244273,18.24876055,5.297108636,0,0.002573244,0.000857748,0.014067067,0.021100601
16412,North America,2019,6460.726,11.056,587512621,64974,537111,52807,111500,150307,43827,441,38833,10327,6215,15383,11328,159,30234,42897,577443,470194,64620,423753,752,1106,109800,31651,0,15,5,81,116,11.05916668,91.42118498,8.988232442,18.9783157,25.58362061,7.459754639,0.075062217,6.609730347,1.757749473,1.057849615,2.61832673,1.928128792,0.027063248,5.146102215,7.301460167,98.28605878,80.031302,10.99891265,72.12662075,0.12799725,0.188251275,18.68896022,5.387288523,0,0.002553137,0.000851046,0.013786938,0.019744257
17224,Oceania,1990,310.806,11.547,27298693,609,4619,873,1201,675,937,2657,1639,2976,4567,321,195,8470,730,380,5732,5068,9076,3620,2006,1362,159,170,184,1324,39,436,150,2.230876035,16.92022398,3.197955301,4.399478026,2.472645852,3.43239876,9.733066708,6.003950446,10.90162082,16.72973867,1.175880472,0.714319913,31.02712646,2.674120699,1.392008035,20.99734225,18.56499137,33.24701296,13.26070812,7.348337153,4.989249852,0.582445467,0.622740437,0.674024943,4.850049048,0.142863983,1.597146061,0.549476856
17225,Oceania,1991,314.08,11.491,27725243,637,4814,919,1241,674,967,2689,1691,3030,4613,332,195,8628,751,402,5845,5346,9259,3821,2032,1376,163,180,179,1332,39,440,156,2.297545237,17.36323826,3.314668874,4.476065368,2.430997629,3.487796302,9.698742767,6.099135001,10.92866887,16.63826716,1.197464708,0.703330175,31.11965511,2.708722878,1.449942206,21.08187113,19.28206725,33.39555942,13.7816646,7.329061101,4.962986258,0.58791189,0.649227853,0.645621032,4.804286116,0.140666035,1.58700142,0.56266414
17226,Oceania,1992,320.397,11.526,28147954,665,5007,963,1279,659,998,2703,1744,3055,4641,344,195,8771,770,426,5952,5635,9428,4027,2043,1384,167,184,173,1335,39,442,160,2.362516295,17.78814901,3.421207808,4.54384713,2.341200359,3.545550771,9.602829392,6.195832209,10.85336433,16.48787688,1.222113693,0.692767936,31.1603465,2.735545184,1.513431491,21.14540901,20.01921703,33.49444155,14.30654605,7.258076377,4.916876019,0.593293566,0.653688719,0.614609502,4.742795871,0.138553587,1.570273989,0.568424973
